event_date,event_name,source_scope,event_tier,rating_context,direct_context_head,classification_reason,all_results_update_shared_skill,direct_label_controls_input_eligibility
2025-06-20,2025 NACS,CEC,Continental / cross-border,Senior / Open,NACS,direct NACS evidence,True,False
2025-06-20,2025 NACS,CEC,Continental / cross-border youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-06-20,Test Event,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-06-21,IFSC European Cup Campitello di Fassa 2025,IFSC,Continental series,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2025-06-21,Bächli Bergsport Swiss & Youth Climbing Cup 2025 (S) - O'bloc Ostermundigen,SAC-CAS,Regional / local,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2025-06-25,IFSC World Cup Innsbruck 2025,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2025-06-28,Coppa Italia 4° prova (S),FASI,National series,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2025-06-28,Speed Test,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-06-28,Speed Test,VL-GLOBAL,Regional / local youth,Youth,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-06-30,Get High 2025 Quali - urban apes Berlin Friedrichshain,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-06-30,Test Event BB Belfast,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-06-30,Test Event BB Belfast,VL-GLOBAL,Regional / local youth,Youth,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-07-01,Get High 2025 Quali - Café Kraft Nürnberg,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-07-01,Sparta Summer Fight 2025,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-07-02,Get High 2025 Quali - der steinbock Nürnberg,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-07-02,Get High 2025 Quali - urban apes Kiel,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-07-03,Climbing Cult Party 2025,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-07-03,Climbing Cult Party 2025,VL-GLOBAL,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-07-03,Get High 2025 Quali - urban apes Bright Site Berlin,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-07-04,IFSC European Cup Ostermundigen 2025,IFSC,Continental series,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2025-07-04,Boulderplanet - Flotter Freitag Juli 2025,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-07-05,IFSC World Cup Krakow 2025,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2025-07-07,Get High 2025 Quali - urban apes Lüneburg,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-07-10,2024 Hakemler için Test,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-07-10,2024 Hakemler için Test,VL-GLOBAL,Regional / local youth,Youth,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-07-11,IFSC World Cup Chamonix 2025,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2025-07-14,Get High 2025 Quali - urban apes Hamburg Ost,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-07-16,Get High 2025 Quali - urban apes Hamburg West,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-07-17,TEST SPEED CLİMBİNG 1,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-07-17,TEST SPEED CLİMBİNG 1,VL-GLOBAL,Regional / local youth,Youth,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-07-18,IFSC World Cup Comunidad de Madrid 2025,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2025-07-18,SM-Boulder 2025 U17/U19/U21,VL-GLOBAL,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-07-19,IFSC Youth European Cup Bologna 2025,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2025-07-19,Test Routenbau,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-07-19,VELS-X-Masters Volume 2,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-07-25,Demo DeepWater,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-07-26,Testevent Boulder,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2025-07-26,Kölner Bouldermeisterschaft 2025,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-07-28,IFSC Youth World Championships Helsinki 2025,IFSC,World major youth,Youth,IFSC_WORLD_YOUTH,"direct Youth World evidence; transition context, not adult WC evidence",True,False
2025-08-01,TEST EGITİM,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-08-01,TEST EGITİM,VL-GLOBAL,Regional / local youth,Youth,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-08-01,Test Event 1,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-08-01,Test Lead,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-08-02,Test Team Point,VL-GLOBAL,Regional / local youth,Youth,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-08-07,The World Games Chengdu 2025,IFSC,International other youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-08-08,Speed Test 2,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-08-16,IFSC Youth European Cup St. Pölten 2025,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2025-08-16,Bächli Bergsport Swiss Climbing Cup 2025 (L) - Nationales Leistungszentrum Biel,SAC-CAS,National series,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2025-08-17,IFSC European Cup St. Pölten 2025,IFSC,Continental series,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2025-08-20,IFSC Youth Asian Championships Guiyang 2025,IFSC,Continental championship youth,Youth,IFSC_REG:ASIA:YOUTH,direct IFSC regional/continental evidence,True,False
2025-08-22,"2025 NACS Salt Lake City, UT",USAC,Continental / cross-border,Senior / Open,NACS,direct NACS evidence,True,False
2025-08-22,Sparta Summer Fight 2025 Final,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-08-23,Bächli Bergsport Swiss & Youth Climbing Cup 2025 (S)/Tageswertung - Kletterzentrum Gaswerk Wädenswil,SAC-CAS,Regional / local,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2025-08-23,Speed-Schweizermeisterschaften 2025 im Rahmen des BYCC & BSCC/nur Schweizer/innen -  Kletterzentrum Gaswerk Wädenswil,SAC-CAS,National championship,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2025-08-25,Get High 2025 Quali - der steinbock Zirndorf,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-08-25,Get High 2025 Quali - urban apes Hamburg St. Pauli,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-08-26,Get High 2025 Quali - urban apes Basement Berlin,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-08-27,Get High 2025 Quali - der steinbock Linz,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-08-27,Get High 2025 Quali - urban apes Lübeck,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-08-27,Get High 2025 Quali - urban apes Norderstedt,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-08-28,IFSC Youth European Championships Žilina 2025,IFSC,Continental championship youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2025-08-28,Get High 2025 Quali - der steinbock Erlangen,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-08-28,Get High 2025 Quali - der steinbock Konstanz,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-08-28,Get High 2025 Quali - der steinbock Passau,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-08-28,Get High 2025 Quali - urban apes Hannover,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-08-29,IFSC Asian Cup Almaty 2025,IFSC,Continental series,Senior / Open,IFSC_REG:ASIA,direct IFSC regional/continental evidence,True,False
2025-08-29,Test Jam,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-08-29,Test Jam Mode,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-08-29,Test Scotland,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-08-29,Test UA,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-08-30,Zürcher Klettermeisterschaft 2025 (Lead) - 6a plus Winterthur,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2025-08-30,Kölner Bouldermeisterschaft 2025 - Super Finale,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-08-30,Test Event,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-08-30,Test Finale,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-08-30,The Big Bang - Boulderworld Belfast,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-08-30,The Big Bang - Boulderworld Belfast,VL-GLOBAL,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-09-03,Get High 2025 Quali - urban apes Berlin Wedding,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-09-05,1a Prueba Copa España Velocidad,FEDME,Regional / local,Senior / Open,FED:FEDME,direct federation-level evidence,True,False
2025-09-05,Campeonato España Velocidad,FEDME,Regional / local,Senior / Open,FED:FEDME,direct federation-level evidence,True,False
2025-09-05,IFSC World Cup Koper 2025,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2025-09-05,Test Event,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-09-06,1a Prueba Copa España Bloque,FEDME,Regional / local,Senior / Open,FED:FEDME,direct federation-level evidence,True,False
2025-09-06,Campeonato España Bloque,FEDME,Regional / local,Senior / Open,FED:FEDME,direct federation-level evidence,True,False
2025-09-06,Youth Climbing Series Round 1(Boulder),VL-GLOBAL,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-09-08,Vienna Boulder Tour 2025 - Kletteranlage Flakturm,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-09-12,IFSC World Cup Guiyang 2025,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2025-09-12,Round 1: Plant Factory Edition,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-09-12,Test Valencia,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-09-13,Speed test,CEC,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-09-13,IFSC European Cup Hamburg 2025,IFSC,Continental series,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2025-09-13,IFSC Youth European Cup Imst 2025,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2025-09-13,Testevent Speed,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2025-09-13,SPC: Skill Finals,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-09-13,Valais Wallis Lead championship U15-U17,VL-GLOBAL,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-09-13,Valais Wallis Lead championship U9-U13,VL-GLOBAL,Regional / local,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-09-13,Valais Wallis Lead championship U9-U13,VL-GLOBAL,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-09-15,Vienna Boulder Tour 2025 - Kletterhalle Wien,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-09-19,Boulderplanet - Flotter Freitag September 2025,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-09-20,September Summit,CEC,Regional / local,Senior / Open,FED:CEC,direct federation-level evidence,True,False
2025-09-20,September Summit,CEC,Regional / local youth,Youth,FED:CEC:YOUTH,direct federation-level evidence,True,False
2025-09-20,Test new bouldering,CEC,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
